title,platform,date,meta_score,user_score,link,esrb_rating,developers,genres,platform_group,nintendo_relation,genre_main,player_type,play_situation,difficulty,mood,session_length,beginner_friendly,local_multiplayer,online_multiplayer,budget_tier,buying_advice,title_en,title_ko,title_zh,localization_note,image_url,image_file,official_url_en,official_url_ko,official_url_zh,media_note,normalized_title
Splatoon Raiders,Nintendo Switch 2,2026-07-23,,,,,Nintendo,"['Shooter', 'Action', 'Online']",Switch 2,Nintendo Core,Shooter,Competitive Player,Online|Short Break,Medium,Exciting,Medium,Yes,No,Yes,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Splatoon Raiders,스플래툰 레이더스,斯普拉遁 塗擊隊,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/700100001228270b216ace3dbe11f1981251d357ba780b/8c42325f9e62bb74a17434734d2bd1a0/ac10d398536e75dbd5ab9961c04d8fdaeaa35b531a173adfedf684ec18a8460d.jpg,data/media_images/splatoon_raiders.jpg,https://www.nintendo.com/us/store/products/splatoon-raiders-switch-2/,https://store.nintendo.co.kr/70010000122826,https://www.nintendo.com/hk/games/switch2/aadla/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,splatoon raiders
Ring Fit Adventure,Nintendo Switch,2019-10-18,83.0,8.7,,E10+,Nintendo,"['Miscellaneous', 'Exercise / Fitness']",Switch Compatible,Nintendo Core,Sports,Family Player,Friends|Family|Party|Short Break,Easy,Active,Short,Yes,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Ring Fit Adventure,링 피트 어드벤처,健身環大冒險,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/ncom/en_US/products/games/switch/ring-fit-adventure/110583-switch-ring-fit-adventure-1200x675",data/media_images/ring_fit_adventure.jpg,https://www.nintendo.com/us/store/products/ring-fit-adventure-switch/,https://www.nintendo.com/kr/ring/,https://www.nintendo.com/hk/switch/ringadventure/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,ring fit adventure
Little Town Hero,Nintendo Switch,2019-10-16,64.0,4.0,,E10+,['Game Freak'],"['Role-Playing', 'Japanese-Style']",Switch Compatible,Third-party,RPG,Story Player,Solo,Medium,Story,Medium,Yes,No,No,Medium,A smaller story RPG pick for solo players who want a lighter scale.,Little Town Hero,리틀 타운 히어로,小镇英雄,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000022253/0f63cf274f70800a49556ec4211b36116c85ea2f3553267b797620935f389132",data/media_images/little_town_hero.jpg,https://www.nintendo.com/us/store/products/little-town-hero-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,little town hero
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Nintendo Switch,2019-09-27,91.0,8.6,,T,['Square Enix'],"['Role-Playing', 'Japanese-Style']",Switch Compatible,Third-party,RPG,Core Player,Solo|Long Session,Medium,Story,Long,No,No,No,High,A classic long JRPG route for story-focused players.,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,드래곤 퀘스트 XI S 지나간 시간을 찾아서 - Definitive Edition,勇者鬥惡龍XI S 尋覓逝去的時光 – Definitive Edition,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000021451/f43df7d34be1b2a65c5cd1d14bd7c90737de956f06f2bb0a115a0cee5689481e",data/media_images/dragon_quest_xi_s_echoes_of_an_elusive_age_definitive_edition.jpg,https://www.nintendo.com/us/store/products/dragon-quest-xi-s-echoes-of-an-elusive-age-definitive-edition-switch/,https://www.nintendo.com/kr/software/switch/alc7b/,https://ec.nintendo.com/HK/zh/titles/70010000023127,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,dragon quest xi s echoes of an elusive age definitive edition
薩爾達傳說 織夢島,Nintendo Switch,2019-09-20,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",薩爾達傳說 織夢島,,薩爾達傳說 織夢島,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/1AsqFU3aMm8Mz18OzrjE0B/cb5eeec8cf6a62ce59dd79c4694cdc0d/5e514168447b551d903c156adc4a5a73cb4ba59fa2969a05c2650dbe15502230.jpg,data/media_images/hk_70010000023514.jpg,https://www.nintendo.com/hk/switch/zelda_links_awakening/,,https://www.nintendo.com/hk/switch/zelda_links_awakening/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,薩爾達傳說 織夢島
Daemon X Machina,Nintendo Switch,2019-09-13,69.0,7.3,,T,"['First Studio', ' Marvelous First Studio']","['Simulation', 'Vehicle', 'Combat']",Switch Compatible,Nintendo Published,Action,Core Player,Solo|Online,Medium,Exciting,Medium,No,No,Yes,Medium,A mech action pick for players who like customization and combat.,Daemon X Machina,DAEMON X MACHINA,DAEMON X MACHINA（機甲戰魔）,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000018502/48da490f3b8e359af997c2aae5c1f2e49b4be7bc4ccb617cbbda31582224c6af",data/media_images/daemon_x_machina.jpg,https://www.nintendo.com/us/store/products/daemon-x-machina-switch/,https://www.nintendo.com/kr/software/switch/af6gb/,https://www.nintendo.com/hk/switch/daemonxmachina/,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,daemon x machina
Super Kirby Clash,Nintendo Switch,2019-09-05,74.0,7.4,,E,Nintendo,"['Action', 'General']",Switch Compatible,Nintendo Published,Platformer,Beginner,Solo|Short Break,Easy,Cute,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Super Kirby Clash,슈퍼 커비 헌터즈,超級卡比獵人隊,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000022951/200c9f06d0b25887bdd68fd8ab2a8b9dc5830f46036a8c52146763341c89ba1e",data/media_images/super_kirby_clash.jpg,https://www.nintendo.com/us/store/products/super-kirby-clash-switch/,https://www.nintendo.com/kr/software/switch/detail/apy8a/,https://ec.nintendo.com/HK/zh/titles/70010000022993,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,super kirby clash
Astral Chain,Nintendo Switch,2019-08-30,87.0,8.9,,T,Nintendo,"['Action Adventure', 'General']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Astral Chain,ASTRAL CHAIN (애스트럴 체인),異界鎖鏈,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000018695/76f381cf2156c793d5f7a9e5c66f4d872b593d2e9d79ed8b84eb9827f32bb655",data/media_images/astral_chain.jpg,https://www.nintendo.com/us/store/products/astral-chain-switch/,https://www.nintendo.com/kr/software/switch/ab48a/,https://www.nintendo.com/hk/switch/astral_chain/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,astral chain
Arcade Archives: Pinball,Nintendo Switch,2019-08-30,,,,E,['Nintendo'],"['Action', 'Pinball']",Switch Compatible,Third-party,Puzzle,Relaxed Player,Short Break,Easy,Healing,Short,Yes,No,No,Low,A quiet low-cost pick for simple score-chasing breaks.,Arcade Archives: Pinball,아케이드 아카이브스 핀볼,Arcade Archives PINBALL,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000019823/ac23f3f0995c5c43ff1187bc03bcb01530f5d94ec7db7ee3198879d6812f762b",data/media_images/arcade_archives_pinball.jpg,https://www.nintendo.com/us/store/products/arcade-archives-pinball-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,arcade archives pinball
Fire Emblem: Three Houses,Nintendo Switch,2019-07-26,89.0,8.7,,T,Nintendo,"['Strategy', 'Turn-Based', 'Tactics']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Fire Emblem: Three Houses,파이어 엠블렘 풍화설월,Fire Emblem 風花雪月,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000007606/c499fdc86779ca95e61daed1f94288a245d196360d278138e56d44097d1a3878",data/media_images/fire_emblem_three_houses.jpg,https://www.nintendo.com/us/store/products/fire-emblem-three-houses-switch/,https://www.nintendo.com/kr/software/switch/anvya/,https://www.nintendo.com/hk/switch/fire_emblem_three_houses/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,fire emblem three houses
Marvel Ultimate Alliance 3: The Black Order,Nintendo Switch,2019-07-19,73.0,7.3,,T,Nintendo,"['Role-Playing', 'Action RPG']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Marvel Ultimate Alliance 3: The Black Order,MARVEL ULTIMATE ALLIANCE 3: The Black Order,MARVEL ULTIMATE ALLIANCE 3: The Black Order,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000010079/a746d6ebc71bd10eb74ded9afb4ac96b8a795268e9ad47bda982c82190404b0a",data/media_images/marvel_ultimate_alliance_3_the_black_order.jpg,https://www.nintendo.com/us/store/products/marvel-ultimate-alliance-3-the-black-order-switch/,https://www.nintendo.com/kr/software/switch/apy2a/,https://www.nintendo.com/hk/switch/mua3/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,marvel ultimate alliance 3 the black order
Super Mario Maker 2,Nintendo Switch,2019-06-28,88.0,8.5,,E,Nintendo,"['Action', 'Platformer', '2D']",Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Super Mario Maker 2,슈퍼 마리오 메이커 2,Super Mario Maker 2（超級瑪利歐創作家 2）,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000018694/aac100206f1c50349fd2c48595e55603259ae60a4ab4eefc28e71f41efb78b97",data/media_images/super_mario_maker_2.jpg,https://www.nintendo.com/us/store/products/super-mario-maker-2-switch/,https://www.nintendo.com/kr/software/switch/baaqa/pc/,https://www.nintendo.com/hk/switch/super_mario_maker_2/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,super mario maker 2
Arcade Archives: Clu Clu Land,Nintendo Switch,2019-06-28,,,,E,['Nintendo'],"['Action', 'Arcade']",Switch Compatible,Third-party,Puzzle,Budget Player,Short Break|Friends,Medium,Fun,Short,Yes,Yes,No,Low,A low-cost retro puzzle pick for short nostalgic sessions.,Arcade Archives: Clu Clu Land,아케이드 아카이브스 클루 클루 랜드,街机档案 克鲁克鲁乐园,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000021584/a4fa103fc7a9c7fce46e41a82e07f0c872bee696688ca3ca9d19cd98cc9a2ff8",data/media_images/arcade_archives_clu_clu_land.jpg,https://www.nintendo.com/us/store/products/arcade-archives-clu-clu-land-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,arcade archives clu clu land
凱登絲勇闖海拉魯：死靈舞師地牢 薩爾達傳說 合作鉅獻,Nintendo Switch,2019-06-14,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",凱登絲勇闖海拉魯：死靈舞師地牢 薩爾達傳說 合作鉅獻,,凱登絲勇闖海拉魯：死靈舞師地牢 薩爾達傳說 合作鉅獻,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/77zSBXec6GXoQT3QBDtaKv/0f27f650f5a3d9dbd7acc3e2c2a8df3b/e322c7fd270ef70b4ee997d070c228d11164e1c1e9a192c90851003a505f98aa.jpg,data/media_images/hk_70010000021176.jpg,https://ec.nintendo.com/HK/zh/titles/70010000021176,,https://ec.nintendo.com/HK/zh/titles/70010000021176,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,凱登絲勇闖海拉魯 死靈舞師地牢 薩爾達傳說 合作鉅獻
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,Nintendo Switch,2019-06-13,85.0,8.1,,E,['Brace Yourself Games'],"['Action', 'Rhythm', 'Music']",Switch Compatible,Nintendo Published,Rhythm|Adventure,Explorer,Solo|Friends,Medium,Creative,Medium,No,Yes,No,Medium,A Zelda-flavored rhythm adventure for players who want something unusual.,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,케이던스 오브 하이랄: 크립트 오브 더 네크로댄서 feat. 젤다의 전설,节奏海拉鲁：死灵舞师地牢 feat. 塞尔达传说,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000021364/e634f0b1b09278f6f10f76df203683873c1c00aa8a946cee36e068792a99dc9e",data/media_images/cadence_of_hyrule_crypt_of_the_necrodancer_featuring_the_legend_of_zelda.jpg,https://www.nintendo.com/us/store/products/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda-switch/,https://www.nintendo.com/kr/software/switch/detail/aswbb/,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,cadence of hyrule crypt of the necrodancer featuring the legend of zelda
BOXBOY! ＋ BOXGIRL!,Nintendo Switch,2019-04-26,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",BOXBOY! ＋ BOXGIRL!,,BOXBOY! ＋ BOXGIRL!,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/1CDYnJASKCofLr9r3ik11b/ec0679989c5d08d2c410b204713f31a1/8442f7f1fb66b56e4eebf3aca2bf8d53f65f80301185c34382a2d681852e99b1.jpg,data/media_images/hk_70010000019901.jpg,https://ec.nintendo.com/HK/zh/titles/70010000019901,,https://ec.nintendo.com/HK/zh/titles/70010000019901,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,boxboy boxgirl
Tetris 99,Nintendo Switch,2019-04-23,83.0,8.3,,E,Nintendo,"['Puzzle', 'Stacking']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Tetris 99,TETRIS® 99,TETRIS® 99,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000018547/2aaa58fe27cdc4784f54ee9f4e7dffd43ad1fd1fffabfd86029889696220d33b",data/media_images/tetris_99.jpg,https://www.nintendo.com/us/store/products/tetris-99-switch/,https://www.nintendo.com/kr/switch/games/tetris99/,https://www.nintendo.com/hk/switch/tetris99/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,tetris 99
